Gene Name	Accession-1	Accession-2
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10824	b2820	ECK2816
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12111	b2742	ECK2737
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10574	b4346	ECK4336
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30107	b3977	ECK3968
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11336	b2945	ECK2940
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11069	b3811	ECK3806
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11073	b1749	ECK1747
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30065	b2967	ECK2962
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11062	b0779	ECK0768
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7424	b2748	ECK2743
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10830	b2892	ECK2887
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30046	b3069	ECK3059
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10825	b2822	ECK2818
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11878	b3928	ECK3920
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7016	b1844	ECK1845
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30030	b0668	ECK0658
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10575	b4345	ECK4335
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10955	b3129	ECK3117
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11094	b0398	ECK0392
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30012	b2396	ECK2390
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11063	b1913	ECK1912
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10345	b3462	ECK3446
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10926	b2011	ECK2005
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30104	b0244	ECK0245
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10826	b2819	ECK2815
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6486	b0946	ECK0937
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10651	b2159	ECK2152
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30061	b3171	ECK3160
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11915	b3998	ECK3990
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10622	b0086	ECK0087
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10459	b4350	ECK4340
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30059	b0666	ECK0657
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11098	b0422	ECK0416
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10341	b0084	ECK0085
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11072	b2509	ECK2505
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30043	b3852	ECK3844
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10927	b0397	ECK0391
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11376	b3017	ECK3008
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10862	b3704	ECK3696
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30025	b0216	ECK0216
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10859	b1084	ECK1069
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10605	b0149	ECK0148
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10856	b0611	ECK0604
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30009	b3276	ECK3263
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7175	b2268	ECK2262
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10241	b0014	ECK0014
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11620	b1286	ECK1281
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6390	b0747	ECK0736
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10863	b3643	ECK3633
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12371	b3163	ECK3151
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10860	b0214	ECK0214
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30101	b3979	ECK3970
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10857	b2567	ECK2565
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11203	b3865	ECK3857
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7365	b2630	ECK2626
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30056	b2404	ECK2398
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10743	b3164	ECK3152
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10598	b1174	ECK1162
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30069	b3123	ECK3111
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30040	b4164	ECK4160
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11259	b4179	ECK4175
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10125	b0435	ECK0429
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10861	b0183	ECK0182
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30022	b1989	ECK1984
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10858	b1804	ECK1802
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7680	b3232	ECK3221
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10844	b3780	ECK3772
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11268	b3288	ECK3274
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6634	b1266	ECK1260
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12165	b0922	ECK0913
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11547	b1652	ECK1648
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30114	b2403	ECK2397
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6782	b1488	ECK1482
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11086	b0083	ECK0084
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7285	b2455	ECK2450
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30095	b2695	ECK2690
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG50006	b2441	ECK2436
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7458	b2817	ECK2813
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10635	b0679	ECK0667
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30053	b4270	ECK4263
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7282	b2452	ECK2447
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10984	b0958	ECK0949
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12423	b0368	ECK0365
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30037	b2864	ECK2860
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7270	b2438	ECK2433
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10346	b3464	ECK3448
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11632	b0857	ECK0848
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30019	b2692	ECK2687
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6645	b1298	ECK1293
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11700	b0751	ECK0740
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11629	b0854	ECK0845
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30111	b1665	ECK1661
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7961	b1385	ECK1382
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11167	b3040	ECK3031
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6218	b0366	ECK0363
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30092	b3658	ECK3648
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10752	b1123	ECK1109
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7875	b4221	ECK4217
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7289	b2459	ECK2454
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30050	b3174	ECK3163
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG50007	b2440	ECK2435
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7097	b2046	ECK2040
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10749	b1126	ECK1112
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30034	b4008	ECK4000
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7283	b2453	ECK2448
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12392	b1206	ECK1194
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12608	b0035	ECK0036
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30016	b2348	ECK2342
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7271	b2439	ECK2434
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11980	b2037	ECK2031
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11822	b1301	ECK1296
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7346	b2562	ECK2560
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6646	b1302	ECK1297
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11463	b3816	ECK3810
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11630	b0855	ECK0846
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30108	b1230	ECK1225
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6219	b0367	ECK0364
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10744	b1603	ECK1598
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10753	b0692	ECK0680
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30066	b3545	ECK3532
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7290	b2460	ECK2455
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7138	b2106	ECK2099
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6088	b0034	ECK0035
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30047	b4369	ECK4360
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10750	b1125	ECK1111
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10460	b4544	ECK2251
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7284	b2454	ECK2449
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30031	b0664	ECK0655
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10036	b1300	ECK1295
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12101	b3408	ECK3395
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7281	b2451	ECK2446
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30013	b2691	ECK2686
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12190	b2437	ECK2432
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11471	b3827	ECK3821
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11631	b0856	ECK0847
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30105	b3761	ECK3755
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6644	b1297	ECK1292
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10745	b1602	ECK1597
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11558	b0037	ECK0038
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30062	b2814	ECK2810
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7291	b2461	ECK2456
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7874	b4220	ECK4216
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6217	b0365	ECK0362
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30044	b3277	ECK3264
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10751	b1124	ECK1110
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6464	b0890	ECK0881
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12627	b3541	ECK3528
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30028	b0670	ECK0659
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10993	b3616	ECK3606
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12102	b3409	ECK3396
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10512	b3617	ECK3607
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7624	b4471	ECK3101
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30010	b0203	ECK0203
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12305	b1290	ECK1285
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10989	b3118	ECK3107
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6391	b0748	ECK0737
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10249	b2366	ECK2362
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30102	b3976	ECK3967
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6942	b1746	ECK1744
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7190	b2298	ECK2292
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11810	b2903	ECK2898
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30057	b0745	ECK0734
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10801	b1014	ECK1005
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6282	b0513	ECK0506
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10096	b0928	ECK0919
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30041	b4165	ECK4161
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6706	b1384	ECK1381
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11536	b3685	ECK3677
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11623	b2797	ECK2792
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30023	b3760	ECK3754
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10045	b1767	ECK1765
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7709	b3331	ECK3318
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11407	b1189	ECK1177
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG31117	b2815	ECK2811
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10582	b3939	ECK3931
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7108	b2063	ECK2057
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12628	b3540	ECK3527
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30096	b0883	ECK0874
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11005	b3708	ECK3701
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6178	b0308	ECK0307
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10536	b3454	ECK3438
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30054	b1909	ECK1908
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7627	b3114	ECK3103
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11141	b1959	ECK1957
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12387	b2660	ECK2654
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30038	b4163	ECK4159
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10990	b3117	ECK3106
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7706	b3328	ECK3315
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10371	b2904	ECK2899
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30020	b1977	ECK1973
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6943	b1747	ECK1745
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6984	b1798	ECK1796
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12168	b0401	ECK0395
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30112	b1666	ECK1662
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10930	b1814	ECK1812
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12173	b3334	ECK3321
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10133	b4133	ECK4127
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30093	b0971	ECK0962
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6940	b1744	ECK1742
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7703	b3325	ECK3312
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11627	b0861	ECK0852
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30051	b4368	ECK4359
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10046	b2957	ECK2952
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6859	b1601	ECK1596
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G2002	b1294	ECK1289
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30035	b2590	ECK2588
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11408	b1190	ECK1178
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11902	b3943	ECK3935
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10708	b0576	ECK0568
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30017	b3796	ECK3789
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG13139	b1386	ECK1383
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7946	b4364	ECK4354
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11149	b2479	ECK2475
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7387	b2652	ECK2648
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10537	b3455	ECK3439
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7586	b3047	ECK3036
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12407	b0828	ECK0818
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30109	b0744	ECK0733
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10992	b3119	ECK3108
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7526	b2950	ECK2945
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10408	b2551	ECK2548
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30067	b2189	ECK2183
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7394	b2659	ECK2653
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6445	b0847	ECK0838
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12304	b1291	ECK1286
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30048	b4370	ECK4361
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10964	b0693	ECK0681
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11688	b3660	ECK3650
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10248	b3544	ECK3531
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30032	b3969	ECK3961
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6941	b1745	ECK1743
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7745	b3402	ECK3389
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11795	b2808	ECK2803
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30014	b0536	ECK0529
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10092	b0674	ECK0662
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7233	b2368	ECK2364
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6378	b0709	ECK0698
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7069	b1984	ECK1979
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11442	b2905	ECK2900
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6384	b0715	ECK0704
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10800	b1658	ECK1654
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30106	b1231	ECK1226
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG13161	b2364	ECK2360
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11599	b1532	ECK1525
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11276	b3707	ECK3700
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30064	b4134	ECK4128
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6921	b1698	ECK1696
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7710	b3332	ECK3319
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11670	b2222	ECK2215
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30045	b0202	ECK0202
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6244	b0443	ECK0437
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7171	b2258	ECK2252
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11530	b1805	ECK1803
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30029	b0665	ECK0656
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6200	b0335	ECK0332
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6262	b0486	ECK0480
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10280	b2344	ECK2338
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG30011	b2397	ECK2391
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7213	b2342	ECK2336
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11215	b4363	ECK4353
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G36	b3081	ECK3071
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7619	b3105	ECK3096
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6922	b1699	ECK1697
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7707	b3329	ECK3316
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11672	b2224	ECK2217
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7257	b2409	ECK2403
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11668	b2220	ECK2213
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6999	b1821	ECK1819
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6201	b0346	ECK0343
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6864	b1608	ECK1603
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10281	b1187	ECK1175
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12220	b3474	ECK3458
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10278	b3845	ECK3837
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6638	b1284	ECK1279
HTTPS://biocyc.org/gene?orgid=ECOLI&id=M011	b0348	ECK0345
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10607	b0634	ECK0627
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6105	b0221	ECK0222
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12694	b3060	ECK3050
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6923	b1700	ECK1698
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7704	b3326	ECK3313
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12357	b1701	ECK1699
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12243	b3516	ECK3501
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6920	b1697	ECK1695
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6885	b1645	ECK1641
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11669	b2221	ECK2214
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11711	b3684	ECK3676
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6206	b0353	ECK0350
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11977	b1950	ECK1948
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10279	b3846	ECK3838
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11394	b3963	ECK3955
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6195	b0330	ECK0328
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7701	b3323	ECK3310
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7212	b2341	ECK2335
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6812	b1526	ECK1519
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12432	b1694	ECK1692
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7534	b2966	ECK2961
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10526	b0343	ECK0340
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6546	b1040	ECK1026
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10351	b2799	ECK2794
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6458	b0874	ECK0865
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10140	b1738	ECK1736
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12428	b3782	ECK3774
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10035	b1415	ECK1408
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11891	b2008	ECK2002
HTTPS://biocyc.org/gene?orgid=ECOLI&id=GB4478	b4478	ECK3684
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11649	b0208	ECK0208
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7724	b4474	ECK3360
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7867	b4210	ECK4206
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7128	b2095	ECK2088
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10895	b3988	ECK3979
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6708	b1387	ECK1384
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7251	b2389	ECK2385
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG20252	b3566	ECK3555
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11609	b2369	ECK2365
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12734	b3091	ECK3082
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6431	b0831	ECK0821
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12276	b3568	ECK3557
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10845	b3783	ECK3775
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11957	b4085	ECK4078
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11636	b1528	ECK1521
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11729	b3719	ECK3712
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10667	b3982	ECK3973
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11288	b0394	ECK0389
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7711	b3333	ECK3320
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11052	b3668	ECK3659
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7416	b2735	ECK2730
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10789	b2416	ECK2411
