repl,seqtype,line,target_id,est_counts,eff_length,length,tpm,subgroup,mix1.conc.attomols.ul,mix2.conc.attomols.ul,expected.fc.ratio,log2(mix1.over.mix2),dilution,amount.added,molecules_of_seq
rep2,ribo,Ara+4,ERC_00081,0,510,534,0,D,0.22888184,0.45776367,0.5,-1,10,0.916,12625.765809426073
rep2,ribo,Ara+4,ERC_00083,0,998,1022,0,A,0.02861023,0.00715256,4,2,10,0.916,1578.2207261782592
rep2,ribo,Ara+4,ERC_00084,2,970,994,0.15945895384290804,C,29.296875,43.9453125,0.67,-0.58,10,0.916,1616097.9949218754
rep2,ribo,Ara+4,ERC_00085,0,820,844,0,A,7.32421875,1.83105469,4,2,10,0.916,404024.49873046885
rep2,ribo,Ara+4,ERC_00086,0,996,1020,0,D,0.11444092,0.22888184,0.5,-1,10,0.916,6312.882904713037
rep2,ribo,Ara+4,ERC_00092,9,1100,1124,0.6327621213857215,A,234.375,58.59375,4,2,10,0.916,12928783.959375003
rep2,ribo,Ara+4,ERC_00095,1,497,521,0.15560883825716382,A,117.1875,29.296875,4,2,10,0.916,6464391.979687502
rep2,ribo,Ara+4,ERC_00096,269,1083,1107,19.20942974433518,B,15000,15000,1,0,10,0.916,827442173.4000002
rep2,ribo,Ara+4,ERC_00097,0,499,523,0,A,0.45776367,0.11444092,4,2,10,0.916,25251.53106722403
rep2,ribo,Ara+4,ERC_00098,0,1119,1143,0,C,0.05722046,0.08583069,0.67,-0.58,10,0.916,3156.4414523565183
rep2,ribo,Ara+4,ERC_00099,0,1326,1350,0,C,14.6484375,21.9726563,0.67,-0.58,10,0.916,808048.9974609377
rep2,ribo,Ara+4,ERC_00104,7,1998,2022,0.2709525266750114,B,0.22888184,0.22888184,1,0,10,0.916,12625.765809426073
rep2,ribo,Ara+4,ERC_00108,17,998,1022,1.3173738220789346,A,937.5,234.375,4,2,10,0.916,51715135.83750001
rep2,ribo,Ara+4,ERC_00109,0,512,536,0,B,0.91552734,0.91552734,1,0,10,0.916,50503.06213444806
rep2,ribo,Ara+4,ERC_00111,7,970,994,0.5581063384501782,C,468.75,703.125,0.67,-0.58,10,0.916,25857567.918750007
rep2,ribo,Ara+4,ERC_00112,4,1112,1136,0.27819277918636837,D,117.1875,234.375,0.5,-1,10,0.916,6464391.979687502
rep2,ribo,Ara+4,ERC_00113,61,816,840,5.7813641537284735,C,3750,5625,0.67,-0.58,10,0.916,206860543.35000005
rep2,ribo,Ara+4,ERC_00116,29,1967,1991,1.1402085337064065,A,468.75,117.1875,4,2,10,0.916,25857567.918750007
rep2,ribo,Ara+4,ERC_00117,0,1112,1136,0,B,0.05722046,0.05722046,1,0,10,0.916,3156.4414523565183
rep2,ribo,Ara+4,ERC_00120,0,512,536,0,C,0.91552734,1.37329102,0.67,-0.58,10,0.916,50503.06213444806
rep2,ribo,Ara+4,ERC_00123,0,998,1022,0,A,0.22888184,0.05722046,4,2,10,0.916,12625.765809426073
rep2,ribo,Ara+4,ERC_00126,0,1094,1118,0,B,14.6484375,14.6484375,1,0,10,0.916,808048.9974609377
rep2,ribo,Ara+4,ERC_00130,552,1035,1059,41.24671606069888,A,30000,7500,4,2,10,0.916,1654884346.8000004
rep2,ribo,Ara+4,ERC_00131,4,747,771,0.4141236552279004,A,117.1875,29.296875,4,2,10,0.916,6464391.979687502
rep2,ribo,Ara+4,ERC_00134,0,250,274,0,A,1.83105469,0.45776367,4,2,10,0.916,101006.12482052423
rep2,ribo,Ara+4,ERC_00136,61,1009,1033,4.675513527693195,A,1875,468.75,4,2,10,0.916,103430271.67500003
rep2,ribo,Ara+4,ERC_00137,0,513,537,0,D,0.91552734,1.83105469,0.5,-1,10,0.916,50503.06213444806
rep2,ribo,Ara+4,ERC_00138,0,1000,1024,0,B,0.11444092,0.11444092,1,0,10,0.916,6312.882904713037
rep2,ribo,Ara+4,ERC_00142,0,469,493,0,B,0.22888184,0.22888184,1,0,10,0.916,12625.765809426073
rep2,ribo,Ara+4,ERC_00143,0,760,784,0,C,3.66210938,5.49316406,0.67,-0.58,10,0.916,202012.24964104846
rep2,ribo,Ara+4,ERC_00144,0,514,538,0,A,29.296875,7.32421875,4,2,10,0.916,1616097.9949218754
rep2,ribo,Ara+4,ERC_00145,11,1018,1042,0.8356714329586585,C,937.5,1406.25,0.67,-0.58,10,0.916,51715135.83750001
rep2,ribo,Ara+4,ERC_00147,0,999,1023,0,A,0.91552734,0.22888184,4,2,10,0.916,50503.06213444806
rep2,ribo,Ara+4,ERC_00148,1,470,494,0.16454806939108596,B,14.6484375,14.6484375,1,0,10,0.916,808048.9974609377
rep2,ribo,Ara+4,ERC_00150,0,719,743,0,B,3.66210938,3.66210938,1,0,10,0.916,202012.24964104846
rep2,ribo,Ara+4,ERC_00154,1,513,537,0.15075554115752512,A,7.32421875,1.83105469,4,2,10,0.916,404024.49873046885
rep2,ribo,Ara+4,ERC_00156,0,470,494,0,A,0.45776367,0.11444092,4,2,10,0.916,25251.53106722403
rep2,ribo,Ara+4,ERC_00157,2,995,1019,0.15545244746494552,C,7.32421875,10.9863281,0.67,-0.58,10,0.916,404024.49873046885
rep2,ribo,Ara+4,ERC_00158,0,1003,1027,0,B,0.45776367,0.45776367,1,0,10,0.916,25251.53106722403
rep2,ribo,Ara+4,ERC_00160,0,719,743,0,D,7.32421875,14.6484375,0.5,-1,10,0.916,404024.49873046885
rep2,ribo,Ara+4,ERC_00162,1,499,523,0.15498515553869818,C,58.59375,87.890625,0.67,-0.58,10,0.916,3232195.989843751
rep2,ribo,Ara+4,ERC_00163,0,519,543,0,D,14.6484375,29.296875,0.5,-1,10,0.916,808048.9974609377
rep2,ribo,Ara+4,ERC_00164,0,998,1022,0,C,0.45776367,0.68664551,0.67,-0.58,10,0.916,25251.53106722403
rep2,ribo,Ara+4,ERC_00165,0,848,872,0,D,58.59375,117.1875,0.5,-1,10,0.916,3232195.989843751
rep2,ribo,Ara+4,ERC_00168,0,1000,1024,0,D,0.45776367,0.91552734,0.5,-1,10,0.916,25251.53106722403
rep2,ribo,Ara+4,ERC_00170,1,999,1023,0.07741500762143183,A,14.6484375,3.66210938,4,2,10,0.916,808048.9974609377
rep2,ribo,Ara+4,ERC_00171,52,481,505,8.360820823114638,B,3750,3750,1,0,10,0.916,206860543.35000005
rep1,rna,Ara+4,ERC_00002,11630,1037,1061,120.34217719542906,D,15000,30000,0.5,-1,100,3,270996345.00000006
rep1,rna,Ara+4,ERC_00003,333,999,1023,3.576808190073372,D,937.5,1875,0.5,-1,100,3,16937271.562500004
rep1,rna,Ara+4,ERC_00004,643,499,523,13.826979957217505,A,7500,1875,4,2,100,3,135498172.50000003
rep1,rna,Ara+4,ERC_00009,662,960,984,7.399521943214288,B,937.5,937.5,1,0,100,3,16937271.562500004
rep1,rna,Ara+4,ERC_00012,0,970,994,0,C,0.11444092,0.17166138,0.67,-0.58,100,3,2067.53806922916
rep1,rna,Ara+4,ERC_00013,0,784,808,0,D,0.91552734,1.83105469,0.5,-1,100,3,16540.304192504824
rep1,rna,Ara+4,ERC_00014,7,1933,1957,0.0388582369330268,D,3.66210938,7.32421875,0.5,-1,100,3,66161.21713134774
rep1,rna,Ara+4,ERC_00016,0,820,844,0,C,0.22888184,0.34332275,0.67,-0.58,100,3,4135.07613845832
rep1,rna,Ara+4,ERC_00017,0,1112,1136,0,A,0.11444092,0.02861023,4,2,100,3,2067.53806922916
rep1,rna,Ara+4,ERC_00019,9,620,644,0.1557642276322275,A,29.296875,7.32421875,4,2,100,3,529289.7363281251
rep1,rna,Ara+4,ERC_00022,68,727,751,1.003671073968319,D,234.375,468.75,0.5,-1,100,3,4234317.890625001
rep1,rna,Ara+4,ERC_00024,2,512,536,0.04191572097742233,C,0.22888184,0.34332275,0.67,-0.58,100,3,4135.07613845832
rep1,rna,Ara+4,ERC_00025,62,1970,1994,0.3377087935805316,B,58.59375,58.59375,1,0,100,3,1058579.4726562502
rep1,rna,Ara+4,ERC_00028,1,1106,1130,0.009702011365479308,A,3.66210938,0.91552734,4,2,100,3,66161.21713134774
rep1,rna,Ara+4,ERC_00031,1,1114,1138,0.0096323380343089,B,1.83105469,1.83105469,1,0,100,3,33080.60856567387
rep1,rna,Ara+4,ERC_00033,3,1998,2022,0.01611174860393411,A,1.83105469,0.45776367,4,2,100,3,33080.60856567387
rep1,rna,Ara+4,ERC_00034,12,995,1019,0.1294121556207451,B,7.32421875,7.32421875,1,0,100,3,132322.43408203128
rep1,rna,Ara+4,ERC_00035,69,1106,1130,0.6694387842180723,B,117.1875,117.1875,1,0,100,3,2117158.9453125005
rep1,rna,Ara+4,ERC_00039,2,716,740,0.029973252989441666,C,3.66210938,5.49316406,0.67,-0.58,100,3,66161.21713134774
rep1,rna,Ara+4,ERC_00040,0,720,744,0,C,0.91552734,1.37329102,0.67,-0.58,100,3,16540.304192504824
rep1,rna,Ara+4,ERC_00041,0,1098,1122,0,D,0.22888184,0.45776367,0.5,-1,100,3,4135.07613845832
rep1,rna,Ara+4,ERC_00042,129,999,1023,1.3856103799383332,B,468.75,468.75,1,0,100,3,8468635.781250002
rep1,rna,Ara+4,ERC_00043,259,999,1023,2.7819619256126225,D,468.75,937.5,0.5,-1,100,3,8468635.781250002
rep1,rna,Ara+4,ERC_00044,79,1132,1156,0.748854718239743,C,117.1875,175.78125,0.67,-0.58,100,3,2117158.9453125005
rep1,rna,Ara+4,ERC_00046,910,498,522,19.60780393353475,D,3750,7500,0.5,-1,100,3,67749086.25000001
rep1,rna,Ara+4,ERC_00048,0,968,992,0,D,0.01430512,0.02861023,0.5,-1,100,3,258.44234898576
rep1,rna,Ara+4,ERC_00051,3,250,274,0.1287650948426414,B,58.59375,58.59375,1,0,100,3,1058579.4726562502
rep1,rna,Ara+4,ERC_00053,10,999,1023,0.10741165735956072,B,29.296875,29.296875,1,0,100,3,529289.7363281251
rep1,rna,Ara+4,ERC_00054,0,250,274,0,C,14.6484375,21.9726563,0.67,-0.58,100,3,264644.86816406256
rep1,rna,Ara+4,ERC_00057,0,997,1021,0,C,0.01430512,0.02145767,0.67,-0.58,100,3,258.44234898576
rep1,rna,Ara+4,ERC_00058,1,1112,1136,0.009649662383291471,C,1.83105469,2.74658203,0.67,-0.58,100,3,33080.60856567387
rep1,rna,Ara+4,ERC_00059,0,501,525,0,D,14.6484375,29.296875,0.5,-1,100,3,264644.86816406256
rep1,rna,Ara+4,ERC_00060,78,499,523,1.6773008346235851,B,234.375,234.375,1,0,100,3,4234317.890625001
rep1,rna,Ara+4,ERC_00061,0,1112,1136,0,D,0.05722046,0.11444092,0.5,-1,100,3,1033.76903461458
rep1,rna,Ara+4,ERC_00062,23,999,1023,0.24704681192698968,A,58.59375,14.6484375,4,2,100,3,1058579.4726562502
rep1,rna,Ara+4,ERC_00067,3,620,644,0.0519214092107425,B,3.66210938,3.66210938,1,0,100,3,66161.21713134774
rep1,rna,Ara+4,ERC_00069,3,1113,1137,0.028922977278221337,D,1.83105469,3.66210938,0.5,-1,100,3,33080.60856567387
rep1,rna,Ara+4,ERC_00071,23,618,642,0.39935237073634733,C,58.59375,87.890625,0.67,-0.58,100,3,1058579.4726562502
rep1,rna,Ara+4,ERC_00073,2,579,603,0.03706536984531991,B,0.91552734,0.91552734,1,0,100,3,16540.304192504824
rep1,rna,Ara+4,ERC_00074,2041,498,522,43.9775031080708,C,15000,22500,0.67,-0.58,100,3,270996345.00000006
rep1,rna,Ara+4,ERC_00075,0,999,1023,0,B,0.01430512,0.01430512,1,0,100,3,258.44234898576
rep1,rna,Ara+4,ERC_00076,89,618,642,1.5453200432841268,C,234.375,351.5625,0.67,-0.58,100,3,4234317.890625001
rep1,rna,Ara+4,ERC_00077,0,249,273,0,D,3.66210938,7.32421875,0.5,-1,100,3,66161.21713134774
rep1,rna,Ara+4,ERC_00078,18,969,993,0.19932677220223124,D,29.296875,58.59375,0.5,-1,100,3,529289.7363281251
rep1,rna,Ara+4,ERC_00079,31,620,644,0.5365212285110058,D,58.59375,117.1875,0.5,-1,100,3,1058579.4726562502
rep1,rna,Ara+4,ERC_00081,0,510,534,0,D,0.22888184,0.45776367,0.5,-1,100,3,4135.07613845832
rep1,rna,Ara+4,ERC_00083,0,998,1022,0,A,0.02861023,0.00715256,4,2,100,3,516.88451730729
rep1,rna,Ara+4,ERC_00084,82,970,994,0.9071080564515975,C,29.296875,43.9453125,0.67,-0.58,100,3,529289.7363281251
rep1,rna,Ara+4,ERC_00085,6,820,844,0.07851530173331792,A,7.32421875,1.83105469,4,2,100,3,132322.43408203128
rep1,rna,Ara+4,ERC_00086,0,996,1020,0,D,0.11444092,0.22888184,0.5,-1,100,3,2067.53806922916
rep1,rna,Ara+4,ERC_00092,214,1100,1124,2.0875553254791863,A,234.375,58.59375,4,2,100,3,4234317.890625001
rep1,rna,Ara+4,ERC_00095,20,497,521,0.4318078297875298,A,117.1875,29.296875,4,2,100,3,2117158.9453125005
rep1,rna,Ara+4,ERC_00096,11163,1083,1107,110.60362832628546,B,15000,15000,1,0,100,3,270996345.00000006
rep1,rna,Ara+4,ERC_00097,0,499,523,0,A,0.45776367,0.11444092,4,2,100,3,8270.152096252412
rep1,rna,Ara+4,ERC_00098,0,1119,1143,0,C,0.05722046,0.08583069,0.67,-0.58,100,3,1033.76903461458
rep1,rna,Ara+4,ERC_00099,12,1326,1350,0.09710791466262549,C,14.6484375,21.9726563,0.67,-0.58,100,3,264644.86816406256
rep1,rna,Ara+4,ERC_00104,1,1998,2022,0.005370582867978036,B,0.22888184,0.22888184,1,0,100,3,4135.07613845832
rep1,rna,Ara+4,ERC_00108,1018,998,1022,10.945463138761601,A,937.5,234.375,4,2,100,3,16937271.562500004
rep1,rna,Ara+4,ERC_00109,0,512,536,0,B,0.91552734,0.91552734,1,0,100,3,16540.304192504824
rep1,rna,Ara+4,ERC_00111,193,970,994,2.135022620672662,C,468.75,703.125,0.67,-0.58,100,3,8468635.781250002
rep1,rna,Ara+4,ERC_00112,98,1112,1136,0.945666913562564,D,117.1875,234.375,0.5,-1,100,3,2117158.9453125005
rep1,rna,Ara+4,ERC_00113,1625,816,840,21.368798929666287,C,3750,5625,0.67,-0.58,100,3,67749086.25000001
rep1,rna,Ara+4,ERC_00116,790,1967,1991,4.309626543199741,A,468.75,117.1875,4,2,100,3,8468635.781250002
rep1,rna,Ara+4,ERC_00117,0,1112,1136,0,B,0.05722046,0.05722046,1,0,100,3,1033.76903461458
rep1,rna,Ara+4,ERC_00120,0,512,536,0,C,0.91552734,1.37329102,0.67,-0.58,100,3,16540.304192504824
rep1,rna,Ara+4,ERC_00123,0,998,1022,0,A,0.22888184,0.05722046,4,2,100,3,4135.07613845832
rep1,rna,Ara+4,ERC_00126,7,1094,1118,0.06865902375826399,B,14.6484375,14.6484375,1,0,100,3,264644.86816406256
rep1,rna,Ara+4,ERC_00130,15294,1035,1059,158.56146219994824,A,30000,7500,4,2,100,3,541992690.0000001
rep1,rna,Ara+4,ERC_00131,50,747,771,0.7182345763199542,A,117.1875,29.296875,4,2,100,3,2117158.9453125005
rep1,rna,Ara+4,ERC_00134,0,250,274,0,A,1.83105469,0.45776367,4,2,100,3,33080.60856567387
rep1,rna,Ara+4,ERC_00136,1113,1009,1033,11.836434634940524,A,1875,468.75,4,2,100,3,33874543.12500001
rep1,rna,Ara+4,ERC_00137,0,513,537,0,D,0.91552734,1.83105469,0.5,-1,100,3,16540.304192504824
rep1,rna,Ara+4,ERC_00138,0,1000,1024,0,B,0.11444092,0.11444092,1,0,100,3,2067.53806922916
rep1,rna,Ara+4,ERC_00142,0,469,493,0,B,0.22888184,0.22888184,1,0,100,3,4135.07613845832
rep1,rna,Ara+4,ERC_00143,3,760,784,0.042356939092974145,C,3.66210938,5.49316406,0.67,-0.58,100,3,66161.21713134774
rep1,rna,Ara+4,ERC_00144,3,514,538,0.06262893718027306,A,29.296875,7.32421875,4,2,100,3,529289.7363281251
rep1,rna,Ara+4,ERC_00145,314,1018,1042,3.3097773232309593,C,937.5,1406.25,0.67,-0.58,100,3,16937271.562500004
rep1,rna,Ara+4,ERC_00147,1,999,1023,0.010741165735956073,A,0.91552734,0.22888184,4,2,100,3,16540.304192504824
rep1,rna,Ara+4,ERC_00148,2,470,494,0.04566138114987283,B,14.6484375,14.6484375,1,0,100,3,264644.86816406256
rep1,rna,Ara+4,ERC_00150,0,719,743,0,B,3.66210938,3.66210938,1,0,100,3,66161.21713134774
rep1,rna,Ara+4,ERC_00154,2,513,537,0.04183401391898681,A,7.32421875,1.83105469,4,2,100,3,132322.43408203128
rep1,rna,Ara+4,ERC_00156,0,470,494,0,A,0.45776367,0.11444092,4,2,100,3,8270.152096252412
rep1,rna,Ara+4,ERC_00157,8,995,1019,0.08627477041383008,C,7.32421875,10.9863281,0.67,-0.58,100,3,132322.43408203128
rep1,rna,Ara+4,ERC_00158,0,1003,1027,0,B,0.45776367,0.45776367,1,0,100,3,8270.152096252412
rep1,rna,Ara+4,ERC_00160,13,719,743,0.19401323979535676,D,7.32421875,14.6484375,0.5,-1,100,3,132322.43408203128
rep1,rna,Ara+4,ERC_00162,9,499,523,0.19353471168733677,C,58.59375,87.890625,0.67,-0.58,100,3,1058579.4726562502
rep1,rna,Ara+4,ERC_00163,13,519,543,0.26877749405175627,D,14.6484375,29.296875,0.5,-1,100,3,264644.86816406256
rep1,rna,Ara+4,ERC_00164,1,998,1022,0.010751928427074262,C,0.45776367,0.68664551,0.67,-0.58,100,3,8270.152096252412
rep1,rna,Ara+4,ERC_00165,43,848,872,0.544113510046539,D,58.59375,117.1875,0.5,-1,100,3,1058579.4726562502
rep1,rna,Ara+4,ERC_00168,0,1000,1024,0,D,0.45776367,0.91552734,0.5,-1,100,3,8270.152096252412
rep1,rna,Ara+4,ERC_00170,9,999,1023,0.09667049162360465,A,14.6484375,3.66210938,4,2,100,3,264644.86816406256
rep1,rna,Ara+4,ERC_00171,813,481,505,18.1368714669209,B,3750,3750,1,0,100,3,67749086.25000001
rep2,rna,Ara+4,ERC_00002,3277,1037,1061,108.18229034218318,D,15000,30000,0.5,-1,100,4,361328460.00000006
rep2,rna,Ara+4,ERC_00003,68,999,1023,2.3302467514109746,D,937.5,1875,0.5,-1,100,4,22583028.750000004
rep2,rna,Ara+4,ERC_00004,137,499,523,9.398932015158557,A,7500,1875,4,2,100,4,180664230.00000003
rep2,rna,Ara+4,ERC_00009,225,960,984,8.023609276170369,B,937.5,937.5,1,0,100,4,22583028.750000004
rep2,rna,Ara+4,ERC_00012,0,970,994,0,C,0.11444092,0.17166138,0.67,-0.58,100,4,2756.7174256388803
rep2,rna,Ara+4,ERC_00013,0,784,808,0,D,0.91552734,1.83105469,0.5,-1,100,4,22053.738923339766
rep2,rna,Ara+4,ERC_00014,2,1933,1957,0.03542065829797577,D,3.66210938,7.32421875,0.5,-1,100,4,88214.95617513033
rep2,rna,Ara+4,ERC_00016,0,820,844,0,C,0.22888184,0.34332275,0.67,-0.58,100,4,5513.434851277761
rep2,rna,Ara+4,ERC_00017,0,1112,1136,0,A,0.11444092,0.02861023,4,2,100,4,2756.7174256388803
rep2,rna,Ara+4,ERC_00019,2,620,644,0.1104324717580438,A,29.296875,7.32421875,4,2,100,4,705719.6484375001
rep2,rna,Ara+4,ERC_00022,20,727,751,0.9417899929846926,D,234.375,468.75,0.5,-1,100,4,5645757.187500001
rep2,rna,Ara+4,ERC_00024,0,512,536,0,C,0.22888184,0.34332275,0.67,-0.58,100,4,5513.434851277761
rep2,rna,Ara+4,ERC_00025,9,1970,1994,0.15639928741367626,B,58.59375,58.59375,1,0,100,4,1411439.2968750002
rep2,rna,Ara+4,ERC_00028,0,1106,1130,0,A,3.66210938,0.91552734,4,2,100,4,88214.95617513033
rep2,rna,Ara+4,ERC_00031,2,1114,1138,0.06146151929083228,B,1.83105469,1.83105469,1,0,100,4,44107.47808756516
rep2,rna,Ara+4,ERC_00033,0,1998,2022,0,A,1.83105469,0.45776367,4,2,100,4,44107.47808756516
rep2,rna,Ara+4,ERC_00034,2,995,1019,0.06881219345727353,B,7.32421875,7.32421875,1,0,100,4,176429.91210937503
rep2,rna,Ara+4,ERC_00035,22,1106,1130,0.6809669596653334,B,117.1875,117.1875,1,0,100,4,2822878.5937500005
rep2,rna,Ara+4,ERC_00039,0,716,740,0,C,3.66210938,5.49316406,0.67,-0.58,100,4,88214.95617513033
rep2,rna,Ara+4,ERC_00040,0,720,744,0,C,0.91552734,1.37329102,0.67,-0.58,100,4,22053.738923339766
rep2,rna,Ara+4,ERC_00041,0,1098,1122,0,D,0.22888184,0.45776367,0.5,-1,100,4,5513.434851277761
rep2,rna,Ara+4,ERC_00042,35,999,1023,1.1993917102850604,B,468.75,468.75,1,0,100,4,11291514.375000002
rep2,rna,Ara+4,ERC_00043,80,999,1023,2.741466766365852,D,468.75,937.5,0.5,-1,100,4,11291514.375000002
rep2,rna,Ara+4,ERC_00044,25,1132,1156,0.7560526997569254,C,117.1875,175.78125,0.67,-0.58,100,4,2822878.5937500005
rep2,rna,Ara+4,ERC_00046,278,498,522,19.110583164875933,D,3750,7500,0.5,-1,100,4,90332115.00000001
rep2,rna,Ara+4,ERC_00048,0,968,992,0,D,0.01430512,0.02861023,0.5,-1,100,4,344.5897986476801
rep2,rna,Ara+4,ERC_00051,0,250,274,0,B,58.59375,58.59375,1,0,100,4,1411439.2968750002
rep2,rna,Ara+4,ERC_00053,2,999,1023,0.0685366691591463,B,29.296875,29.296875,1,0,100,4,705719.6484375001
rep2,rna,Ara+4,ERC_00054,0,250,274,0,C,14.6484375,21.9726563,0.67,-0.58,100,4,352859.82421875006
rep2,rna,Ara+4,ERC_00057,0,997,1021,0,C,0.01430512,0.02145767,0.67,-0.58,100,4,344.5897986476801
rep2,rna,Ara+4,ERC_00058,0,1112,1136,0,C,1.83105469,2.74658203,0.67,-0.58,100,4,44107.47808756516
rep2,rna,Ara+4,ERC_00059,1,501,525,0.06833146955088538,D,14.6484375,29.296875,0.5,-1,100,4,352859.82421875006
rep2,rna,Ara+4,ERC_00060,10,499,523,0.6860534317633983,B,234.375,234.375,1,0,100,4,5645757.187500001
rep2,rna,Ara+4,ERC_00061,0,1112,1136,0,D,0.05722046,0.11444092,0.5,-1,100,4,1378.3587128194401
rep2,rna,Ara+4,ERC_00062,3,999,1023,0.10280500373871945,A,58.59375,14.6484375,4,2,100,4,1411439.2968750002
rep2,rna,Ara+4,ERC_00067,0,620,644,0,B,3.66210938,3.66210938,1,0,100,4,88214.95617513033
rep2,rna,Ara+4,ERC_00069,0,1113,1137,0,D,1.83105469,3.66210938,0.5,-1,100,4,44107.47808756516
rep2,rna,Ara+4,ERC_00071,6,618,642,0.33236957519411237,C,58.59375,87.890625,0.67,-0.58,100,4,1411439.2968750002
rep2,rna,Ara+4,ERC_00073,0,579,603,0,B,0.91552734,0.91552734,1,0,100,4,22053.738923339766
rep2,rna,Ara+4,ERC_00074,387,498,522,26.60358160002513,C,15000,22500,0.67,-0.58,100,4,361328460.00000006
rep2,rna,Ara+4,ERC_00075,0,999,1023,0,B,0.01430512,0.01430512,1,0,100,4,344.5897986476801
rep2,rna,Ara+4,ERC_00076,27,618,642,1.4956630883735058,C,234.375,351.5625,0.67,-0.58,100,4,5645757.187500001
rep2,rna,Ara+4,ERC_00077,0,249,273,0,D,3.66210938,7.32421875,0.5,-1,100,4,88214.95617513033
rep2,rna,Ara+4,ERC_00078,1,969,993,0.03532927373064352,D,29.296875,58.59375,0.5,-1,100,4,705719.6484375001
rep2,rna,Ara+4,ERC_00079,12,620,644,0.6625948305482628,D,58.59375,117.1875,0.5,-1,100,4,1411439.2968750002
rep2,rna,Ara+4,ERC_00081,0,510,534,0,D,0.22888184,0.45776367,0.5,-1,100,4,5513.434851277761
rep2,rna,Ara+4,ERC_00083,0,998,1022,0,A,0.02861023,0.00715256,4,2,100,4,689.1793564097201
rep2,rna,Ara+4,ERC_00084,19,970,994,0.6705641841802866,C,29.296875,43.9453125,0.67,-0.58,100,4,705719.6484375001
rep2,rna,Ara+4,ERC_00085,1,820,844,0.04174886127438241,A,7.32421875,1.83105469,4,2,100,4,176429.91210937503
rep2,rna,Ara+4,ERC_00086,0,996,1020,0,D,0.11444092,0.22888184,0.5,-1,100,4,2756.7174256388803
rep2,rna,Ara+4,ERC_00092,65,1100,1124,2.0229220962950754,A,234.375,58.59375,4,2,100,4,5645757.187500001
rep2,rna,Ara+4,ERC_00095,4,497,521,0.27552568406433464,A,117.1875,29.296875,4,2,100,4,2822878.5937500005
rep2,rna,Ara+4,ERC_00096,3069,1083,1107,97.01232622888762,B,15000,15000,1,0,100,4,361328460.00000006
rep2,rna,Ara+4,ERC_00097,0,499,523,0,A,0.45776367,0.11444092,4,2,100,4,11026.869461669883
rep2,rna,Ara+4,ERC_00098,0,1119,1143,0,C,0.05722046,0.08583069,0.67,-0.58,100,4,1378.3587128194401
rep2,rna,Ara+4,ERC_00099,2,1326,1350,0.05163509237555593,C,14.6484375,21.9726563,0.67,-0.58,100,4,352859.82421875006
rep2,rna,Ara+4,ERC_00104,2,1998,2022,0.03426833457957315,B,0.22888184,0.22888184,1,0,100,4,5513.434851277761
rep2,rna,Ara+4,ERC_00108,314,998,1022,10.771038878685353,A,937.5,234.375,4,2,100,4,22583028.750000004
rep2,rna,Ara+4,ERC_00109,0,512,536,0,B,0.91552734,0.91552734,1,0,100,4,22053.738923339766
rep2,rna,Ara+4,ERC_00111,50,970,994,1.7646425899481226,C,468.75,703.125,0.67,-0.58,100,4,11291514.375000002
rep2,rna,Ara+4,ERC_00112,28,1112,1136,0.862008862284011,D,117.1875,234.375,0.5,-1,100,4,2822878.5937500005
rep2,rna,Ara+4,ERC_00113,480,816,840,20.137686026466813,C,3750,5625,0.67,-0.58,100,4,90332115.00000001
rep2,rna,Ara+4,ERC_00116,246,1967,1991,4.28143380593209,A,468.75,117.1875,4,2,100,4,11291514.375000002
rep2,rna,Ara+4,ERC_00117,0,1112,1136,0,B,0.05722046,0.05722046,1,0,100,4,1378.3587128194401
rep2,rna,Ara+4,ERC_00120,0,512,536,0,C,0.91552734,1.37329102,0.67,-0.58,100,4,22053.738923339766
rep2,rna,Ara+4,ERC_00123,0,998,1022,0,A,0.22888184,0.05722046,4,2,100,4,5513.434851277761
rep2,rna,Ara+4,ERC_00126,0,1094,1118,0,B,14.6484375,14.6484375,1,0,100,4,352859.82421875006
rep2,rna,Ara+4,ERC_00130,4420,1035,1059,146.1976548820016,A,30000,7500,4,2,100,4,722656920.0000001
rep2,rna,Ara+4,ERC_00131,9,747,771,0.412458629457754,A,117.1875,29.296875,4,2,100,4,2822878.5937500005
rep2,rna,Ara+4,ERC_00134,0,250,274,0,A,1.83105469,0.45776367,4,2,100,4,44107.47808756516
rep2,rna,Ara+4,ERC_00136,332,1009,1033,11.26433101420998,A,1875,468.75,4,2,100,4,45166057.50000001
rep2,rna,Ara+4,ERC_00137,0,513,537,0,D,0.91552734,1.83105469,0.5,-1,100,4,22053.738923339766
rep2,rna,Ara+4,ERC_00138,0,1000,1024,0,B,0.11444092,0.11444092,1,0,100,4,2756.7174256388803
rep2,rna,Ara+4,ERC_00142,0,469,493,0,B,0.22888184,0.22888184,1,0,100,4,5513.434851277761
rep2,rna,Ara+4,ERC_00143,0,760,784,0,C,3.66210938,5.49316406,0.67,-0.58,100,4,88214.95617513033
rep2,rna,Ara+4,ERC_00144,2,514,538,0.13320648344355476,A,29.296875,7.32421875,4,2,100,4,705719.6484375001
rep2,rna,Ara+4,ERC_00145,92,1018,1042,3.0938448865809525,C,937.5,1406.25,0.67,-0.58,100,4,22583028.750000004
rep2,rna,Ara+4,ERC_00147,0,999,1023,0,A,0.91552734,0.22888184,4,2,100,4,22053.738923339766
